price_cad,bedrooms,bathrooms,availability_date,transit_min_to_ubc,neighborhood,address_or_postal,address_text,source,source_listing_id,url,title
1000,4.0,,,72,Vancouver,"2690 trinity street, Vancouver, BC V5K1H2","2690 trinity street, Vancouver, BC V5K1H2",craigslist_van,7933128698,https://vancouver.craigslist.org/van/apa/d/vancouver-room-for-rent/7933128698.html,Room for rent
3200,4.0,2.0,,60,VANCOUVER,"EAST 63 AVE, VANCOUVER, BC V5X2K7","EAST 63 AVE, VANCOUVER, BC V5X2K7",craigslist_van,7933128677,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-south-bedroom-bath/7933128677.html,VANCOUVER SOUTH 4 BEDROOM 2 BATH SUITE
4900,4.0,,,32,3569 W.32nd Avenue,"Approx map: 49.243483, -123.183888","Approx map: 49.243483, -123.183888",craigslist_van,7932222732,https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-4br-family-home-top/7932222732.html,🏡 Cozy 4BR Family Home | Top School Catchment | Dunbar
4800,4.0,,,18,city of vancouver,"Dunbar Street, Vancouver, BC V6R2G3","Dunbar Street, Vancouver, BC V6R2G3",craigslist_van,7932157524,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-kitsilano-4br/7932157524.html,"Furnished Kitsilano 4BR Laneway w/utilities, near #99 UBC Express Bus"
4800,4.0,,,67,city of vancouver,"2442 East 19th Avenue, Vancouver, BC V5M2R9","2442 East 19th Avenue, Vancouver, BC V5M2R9",craigslist_van,7932565625,https://vancouver.craigslist.org/van/apa/d/vancouver-plhref2442charming-whole/7932565625.html,(PLH_REF#2442)***Charming Whole 4-Bedroom House with Backyard & Garage
4800,4.0,,,50,Marpole,"7989 Cambie Street, Vancouver, BC V6P3J4","7989 Cambie Street, Vancouver, BC V6P3J4",craigslist_van,7929875795,https://vancouver.craigslist.org/van/apa/d/vancouver-plhref7969spacious-bedroom/7929875795.html,(PLH_REF#7969)***Spacious 4-Bedroom Family Home in Desirable Marpole —
5000,4.0,,,46,Oak St and W.59 Ave,"985 Westbury Walk, Vancouver, BC V6P6Z5","985 Westbury Walk, Vancouver, BC V6P6Z5",craigslist_van,7924980326,https://vancouver.craigslist.org/van/apa/d/vancouver-level-renovated-townhouse-in/7924980326.html,3 level Renovated townhouse in Marpole area
6250,4.0,,,28,"Vancouver, Dunbar, Point Grey, Kitsilano, UBC, Westside","w 18th ave, Vancouver, BC V6S1A7","w 18th ave, Vancouver, BC V6S1A7",craigslist_van,7926826575,https://vancouver.craigslist.org/van/apa/d/vancouver-unique-year-rental/7926826575.html,Unique 1 year rental opportunity:  4 bdrm View house in Dunbar
3800,4.0,,,32,Vancouver,"Approx map: 49.249700, -123.166000","Approx map: 49.249700, -123.166000",craigslist_van,7933089018,https://vancouver.craigslist.org/van/apa/d/vancouver-4br-house-sq-ft-plus-huge/7933089018.html,4BR House | 1800 Sq Ft plus huge terrace with view | Minutes to UBC
3913,4.0,,,38,Vancouver,"122 Walter Hardwick Ave, vancouver, BC V5Y0C9","122 Walter Hardwick Ave, vancouver, BC V5Y0C9",craigslist_van,7930518372,https://vancouver.craigslist.org/van/apa/d/vancouver-br-unit-for-rent/7930518372.html,$3913.00 / 4BR Unit for Rent
3000,4.0,1.0,,60,Rupert Station,"Rupert, Vancouver, BC V5M2M5","Rupert, Vancouver, BC V5M2M5",craigslist_van,7932327305,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-ground-floor/7932327305.html,"☀ 4 Bedroom, 1 Bathroom Ground Floor Rupert Skytrain Available June 1☀"
5300,4.0,2.5,,39,Oakridge,"Ash Street, Vancouver, BC V5Z3G9","Ash Street, Vancouver, BC V5Z3G9",craigslist_van,7933051506,https://vancouver.craigslist.org/van/apa/d/vancouver-4br-25ba-vancouver-west/7933051506.html,4BR / 2.5BA Vancouver West Townhouse Near Oakridge
1150,4.0,2.0,,21,Vancouver West,"Approx map: 49.234727, -123.194675","Approx map: 49.234727, -123.194675",craigslist_van,7927399279,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-student/7927399279.html,4-bedroom 2-bathroom student housing
1200,4.0,,,43,Vancouver West,"SW Marine Drive, Vancouver, BC V6N1Y4","SW Marine Drive, Vancouver, BC V6N1Y4",craigslist_van,7927399350,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-near-ubc/7927399350.html,4-bedroom suite near UBC
4190,4.0,,,28,"Dunbar, Vancouver","Highbury St., Vancouver, BC V6L2V9","Highbury St., Vancouver, BC V6L2V9",craigslist_van,7933004141,https://vancouver.craigslist.org/van/apa/d/vancouver-sept1-bright-newer-br-garden/7933004141.html,Sept.1 - Bright Newer 4 Br. Garden Suite in Prime Dunbar
6200,5.0,,,35,Mackenzie Heights,"3259 W35 Avenue, Vancouver, BC V6N2M9","3259 W35 Avenue, Vancouver, BC V6N2M9",craigslist_van,7932996775,https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-family-bedrooms-home/7932996775.html,Cozy Family 5 Bedrooms Home
3500,5.0,,,61,VANCOUVER,"1257 E 18TH AVE, Vancouver, BC V5V1H3","1257 E 18TH AVE, Vancouver, BC V5V1H3",craigslist_van,7925953279,https://vancouver.craigslist.org/van/apa/d/vancouver-bargain/7925953279.html,**BARGAIN**
3950,5.0,,,31,Dunbar near Crown/41st,"Approx map: 49.230200, -123.189000","Approx map: 49.230200, -123.189000",craigslist_van,7924121111,https://vancouver.craigslist.org/van/apa/d/vancouver-avail-may-15th-june-1st-lrg/7924121111.html,Avail May 15th-June 1st lrg lwr. level furn.. suite clse to UBC/Dunbar
5199,5.0,,,48,Vancouver West –Marpole Oakridge,"W62 Ave, Vancouver, BC V6X2E4","W62 Ave, Vancouver, BC V6X2E4",craigslist_van,7929517213,https://vancouver.craigslist.org/van/apa/d/vancouver-executive-spacious-family/7929517213.html,Executive & Spacious Family Home Vancouver West Side
6500,7.0,6.0,,58,city of vancouver,"Approx map: 49.222000, -123.068300","Approx map: 49.222000, -123.068300",craigslist_van,7932391841,https://vancouver.craigslist.org/van/apa/d/vancouver-rare-fraserview-rental-custom/7932391841.html,Rare Fraserview Rental – Custom-Built Luxury Home (7 Bed / 6 Bath)
3600,4.0,,,58,vancouver,"5274 Taunton Street, Vancouver, BC V5R4B3","5274 Taunton Street, Vancouver, BC V5R4B3",craigslist_van,7932896720,https://vancouver.craigslist.org/van/apa/d/vancouver-br-brand-new-renovation/7932896720.html,"$3,600 4 br BRAND NEW RENOVATION VANCOUVER 2nd floor with a big Patio"
